"NYC_extract.DBA","NYC_extract.TripAdvisor.URL","NYC_extract.INSPECTION.DATE","NYC_extract.VIOLATION.DESCRIPTION","NYC_extract.SCORE","NYC_extract.GRADE","NYC_initial.Latitude","NYC_initial.Longitude","NYC_list_URL_final$NYC_extract.DBA"
"348367","GRANDMA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60827-d5051953-Reviews-Grandma_s_Original_Pizza_Corp-Brooklyn_New_York.html","10/24/2019","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",26,"B",40.789210236622,-73.948726617051,"GRANDMA PIZZA"
"348444","FAMOUS BEN'S PIZZA OF SOHO","https://www.tripadvisor.com/Restaurant_Review-g60763-d479358-Reviews-Ben_s_Pizza-New_York_City_New_York.html","10/24/2019","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",9,"A",40.710647370886,-73.996591349774,"FAMOUS BEN'S PIZZA OF SOHO"
"348670","PIZZERIA SIRENETTA","https://www.tripadvisor.com/Restaurant_Review-g60763-d9818571-Reviews-Pizzeria_Sirenetta-New_York_City_New_York.html","10/25/2016","Food prepared from ingredients at ambient temperature not cooled to 41Âº F or below within 4 hours.",12,"A",40.855710070223,-73.933141776399,"PIZZERIA SIRENETTA"
"349436","SAN MATTEO TAKEAWAY","https://www.tripadvisor.com/Restaurant_Review-g60763-d15172694-Reviews-San_Matteo_Takeaway-New_York_City_New_York.html","10/25/2019","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",23,"B",40.764514788457,-73.982303947291,"SAN MATTEO TAKEAWAY"
"350061","PHIL'S PIZZA WEST VILLAGE","https://www.tripadvisor.com/Restaurant_Review-g60763-d4467364-Reviews-Phil_s_Pizza-New_York_City_New_York.html","10/26/2016","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",9,"A",40.703461174447,-74.010030085186,"PHIL'S PIZZA WEST VILLAGE"
"350183","WEST 190TH PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d478025-Reviews-Patsy_s_Pizza_74th_Street-New_York_City_New_York.html","10/26/2017","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11,"A",40.77827497793,-73.948363166008,"WEST 190TH PIZZA"
"350775","AVE D PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d537461-Reviews-Patsy_s_Pizzeria_2nd_Ave-New_York_City_New_York.html","10/26/2018","Live roaches present in facility's food and/or non-food areas.",25,"",40.756482854135,-73.966532447413,"AVE D PIZZERIA"
"352067","PIAZZA PIZZA & GRILL","https://www.tripadvisor.com/Restaurant_Review-g60763-d3739111-Reviews-Piazza_Pizza_Grill-New_York_City_New_York.html","10/29/2018","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",31,"",40.791458777073,-73.938728431449,"PIAZZA PIZZA & GRILL"
"216769","TACO BELL, PIZZA HUT EXPRESS","https://www.tripadvisor.com/Restaurant_Review-g60763-d5240561-Reviews-Taco_Bell-New_York_City_New_York.html","04/13/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",12,"A",40.765667782599,-73.983624910245,"TACO BELL, PIZZA HUT EXPRESS"
"217106","STAGHORN STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d827870-Reviews-Staghorn_Steakhouse-New_York_City_New_York.html","04/15/2019","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",12,"A",40.750390900381,-73.971794120864,"STAGHORN STEAKHOUSE"
"217384","SPUNTO","https://www.tripadvisor.com/Restaurant_Review-g60763-d1910514-Reviews-SPUNTO_THIN_CRUST_PIZZA-New_York_City_New_York.html","04/15/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",12,"A",40.750654836632,-73.991944239076,"SPUNTO"
"219072","GIOVANNI'S ITALIAN PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d19276220-Reviews-Giovanni_s_Italian_Restaurant-New_York_City_New_York.html","04/17/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",20,"",40.731078174866,-73.982763879463,"GIOVANNI'S ITALIAN PIZZERIA"
"219629","PIZZA MERCATO","https://www.tripadvisor.com/Restaurant_Review-g60763-d459283-Reviews-Pizza_Mercato-New_York_City_New_York.html","04/17/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",9,"A",40.777344809818,-73.949042695049,"PIZZA MERCATO"
"219808","FLACO'S PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4730456-Reviews-Flaco_s_Pizza-New_York_City_New_York.html","04/17/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",13,"A",40.759480578937,-73.968104761178,"FLACO'S PIZZERIA"
"220748","JR'S PIZZA & BREW CORP","https://www.tripadvisor.com/Restaurant_Review-g60763-d21047318-Reviews-Jr_s_Pizza_Brew-New_York_City_New_York.html","04/18/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,"A",40.707435788554,-74.007606873705,"JR'S PIZZA & BREW CORP"
"221692","BARDOLINO PIZZA II","https://www.tripadvisor.com/Restaurant_Review-g60763-d19273824-Reviews-Bardolino_Pizza_2-New_York_City_New_York.html","04/18/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",13,"A",0,0,"BARDOLINO PIZZA II"
"222439","BELLA NAPOLI","https://www.tripadvisor.com/Restaurant_Review-g60763-d479020-Reviews-Eleven_Madison_Park-New_York_City_New_York.html","04/19/2018","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",36,"",40.742000851027,-73.997181573069,"BELLA NAPOLI"
"222450","SHESHE PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d5007563-Reviews-Sheshe_Pizzeria-New_York_City_New_York.html","04/19/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,"A",40.709988206323,-74.010388164254,"SHESHE PIZZERIA"
"224985","THE CAPITAL GRILLE","https://www.tripadvisor.com/Restaurant_Review-g60763-d1018334-Reviews-The_Capital_Grille-New_York_City_New_York.html","04/22/2019","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",25,"",40.733656184932,-73.988081826031,"THE CAPITAL GRILLE"
"226121","TWO BOOTS","https://www.tripadvisor.com/Restaurant_Review-g60763-d477305-Reviews-Two_Boots-New_York_City_New_York.html","04/23/2019","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",9,"A",40.728086685371,-73.984929447145,"TWO BOOTS"
"227187","NICK & STEF'S STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d478279-Reviews-Nick_Stef_s_Steakhouse-New_York_City_New_York.html","04/24/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",8,"A",40.734334591832,-73.993772031951,"NICK & STEF'S STEAKHOUSE"
"140963","FRESH PIZZA 99 CENTS","https://www.tripadvisor.com/Restaurant_Review-g60763-d1036547-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","02/07/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,"A",40.750638602074,-74.003345738593,"FRESH PIZZA 99 CENTS"
"183451","PAPA JOHN'S PIZZA SW HARLEM","https://www.tripadvisor.com/Restaurant_Review-g60763-d14029780-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html","02/20/2020","Food contact surface not properly maintained.",12,"A",40.753489733029,-73.987110953723,"PAPA JOHN'S PIZZA SW HARLEM"
"183769","SAN MATTEO PIZZA ESPRESSO BAR","https://www.tripadvisor.com/Search?q=SAN%20MATTEO%20PIZZA%20ESPRESSO%20BAR&searchSessionId=EF0149E607766AEEEF608CB3680384631614555528422ssid&searchNearby=false&geo=60763&sid=53BC2B5D109F420EADD7BFB76507E6711614555545213&blockRedirect=true","02/20/2020","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",12,"",40.75956948172,-73.988098829642,"SAN MATTEO PIZZA ESPRESSO BAR"
"184954","WHOLESOME GARDEN PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12236950-Reviews-Wholesome_Garden_Pizza-New_York_City_New_York.html","02/21/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",40.791952974853,-73.944401578848,"WHOLESOME GARDEN PIZZA"
"184974","BODEGA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d17990667-Reviews-Bodega_Pizza-New_York_City_New_York.html","02/21/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",13,"",40.78551032674,-73.972895018486,"BODEGA PIZZA"
"185479","PIZZA PLUS","https://www.tripadvisor.com/Restaurant_Review-g60763-d10430437-Reviews-Pizza_Plus-New_York_City_New_York.html","02/21/2020","Food contact surface not properly maintained.",12,"A",40.745702518579,-73.984467111171,"PIZZA PLUS"
"186533","PN WOOD FIRED PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d10299551-Reviews-PN_Wood_Fired_Pizza-New_York_City_New_York.html","02/22/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",5,"A",40.744304022732,-73.976224787173,"PN WOOD FIRED PIZZA"
"187509","EMMY SQUARED","https://www.tripadvisor.com/Restaurant_Review-g60763-d14785146-Reviews-Emmy_Squared_East_Village-New_York_City_New_York.html","02/22/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",23,"",40.798778499003,-73.963206275263,"EMMY SQUARED"
"187699","PAPA JOHNS PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4730529-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html","02/22/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",12,"A",40.824908004178,-73.947824596406,"PAPA JOHNS PIZZA"
"187700","PAPA JOHN'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d14060754-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html","02/22/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",9,"A",40.798266830651,-73.940773645696,"PAPA JOHN'S"
"187881","BENJAMIN STEAKHOUSE PRIME","https://www.tripadvisor.com/Restaurant_Review-g60763-d11798975-Reviews-Benjamin_Steakhouse_Prime-New_York_City_New_York.html","02/22/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",40.866074127087,-73.920166127839,"BENJAMIN STEAKHOUSE PRIME"
"189200","CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)","https://www.tripadvisor.com/Restaurant_Review-g60763-d12565528-Reviews-Corner_Slice-New_York_City_New_York.html","02/24/2017","Food contact surface improperly constructed or located. Unacceptable material used.",63,"",40.762470846186,-73.98970108469,"CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave)"
"189548","CLAUDIO'S PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12934745-Reviews-Claudio_Pizzeria-New_York_City_New_York.html","02/24/2020","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",47,"",40.759004103738,-73.988514042648,"CLAUDIO'S PIZZERIA"
"191128","THE BEST PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d477607-Reviews-Pizza_33-New_York_City_New_York.html","02/26/2018","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10,"A",40.76012947906,-73.988759309291,"THE BEST PIZZA"
"192337","LARUSTICA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d19274140-Reviews-LaRustica_Pizza_Pasta-New_York_City_New_York.html","02/26/2020","Evidence of mice or live mice present in facility's food and/or non-food areas.",20,"",40.811587862688,-73.954511033458,"LARUSTICA PIZZA"
"193021","VINNIE'S PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15175288-Reviews-Vinnie_s_Pizzeria-New_York_City_New_York.html","02/26/2020","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",19,"",40.764626562701,-73.977914191497,"VINNIE'S PIZZERIA"
"193923","LOWER EAST SIDE PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d19298179-Reviews-Lower_East_Side_Pizza-New_York_City_New_York.html","02/27/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,"A",40.719799971877,-73.983048195125,"LOWER EAST SIDE PIZZA"
"194084","LITTLE GIO'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d15169318-Reviews-Little_Gio_s_Pizza-New_York_City_New_York.html","02/27/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11,"A",40.706107019162,-74.011260400443,"LITTLE GIO'S PIZZA"
"195109","TWO BOOTS WEST VILLAGE","https://www.tripadvisor.com/Restaurant_Review-g60763-d1022525-Reviews-Two_Boots_WV-New_York_City_New_York.html","02/27/2020","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,"A",40.740417084329,-74.004095823603,"TWO BOOTS WEST VILLAGE"
"195320","PIZZA NOVA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4718796-Reviews-Pizza_Nova-New_York_City_New_York.html","02/28/2018","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",7,"A",40.750638602074,-74.003345738593,"PIZZA NOVA"
"196109","CATCH STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d19079215-Reviews-Catch_Steak-New_York_City_New_York.html","02/28/2020","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,"A",40.744276001531,-73.991811485346,"CATCH STEAKHOUSE"
"198618","VINNY VINCENZ","https://www.tripadvisor.com/Restaurant_Review-g60763-d4247992-Reviews-Vinny_Vincenz_Pizza-New_York_City_New_York.html","03/14/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,"P",40.727746426494,-73.985647509709,"VINNY VINCENZ"
"200028","TAPPO","https://www.tripadvisor.com/Search?q=TAPPO&searchSessionId=3913D39E7A4AF7ED52228543BF3DAACB1614610631029ssid&geo=60763&sid=4E283C5622584644802EA231D184C1B41614611156528&blockRedirect=true&ssrc=a","03/15/2018","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10,"",40.754322110364,-73.99857789193,"TAPPO"
"298038","LIONS & TIGERS & SQUARES DETROIT PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d14124878-Reviews-Lions_Tigers_Squares_Detroit_Pizza-New_York_City_New_York.html","08/20/2018","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",51,"",40.727374956791,-73.979542944959,"LIONS & TIGERS & SQUARES DETROIT PIZZA"
"302130","DENINO'S PIZZERIA & TAVERN","https://www.tripadvisor.com/Restaurant_Review-g60763-d10736997-Reviews-Denino_s_Greenwich_Village-New_York_City_New_York.html","08/21/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",47,"",40.730033566227,-73.994172933544,"DENINO'S PIZZERIA & TAVERN"
"302436","PIZZA BY LUCILLE'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d17600967-Reviews-Pizza_by_Lucille_s-New_York_City_New_York.html","08/21/2019","Hot food item not held at or above 140Âº F.",10,"A",40.813932404155,-73.955867783875,"PIZZA BY LUCILLE'S"
"304086","JOEY PEPPERONI'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4473898-Reviews-Joey_Pepperoni_Pizza-New_York_City_New_York.html","08/22/2019","Hot food item not held at or above 140Âº F.",12,"A",40.722847044019,-73.98585420781,"JOEY PEPPERONI'S PIZZA"
"305862","PASTAFINA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d425446-Reviews-Pastafina_Restaurant-New_York_City_New_York.html","08/24/2017","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",12,"A",40.742939228294,-73.990833667561,"PASTAFINA PIZZA"
"306628","DONA BELLA  PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3782305-Reviews-Little_Italy_Pizza-New_York_City_New_York.html","08/25/2016","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",7,"A",40.730033566227,-73.994172933544,"DONA BELLA  PIZZA"
"306935","FILAGA","https://www.tripadvisor.com/Restaurant_Review-g60763-d10396910-Reviews-Filaga_Pizzeria_Siciliana-New_York_City_New_York.html","08/26/2019","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",12,"A",40.799438779376,-73.968378102965,"FILAGA"
"307010","NOLITA PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d17735265-Reviews-Nolita_Pizza-New_York_City_New_York.html","08/26/2019","No facilities available to wash, rinse and sanitize utensils and/or equipment.",12,"",40.744913764321,-73.978263597117,"NOLITA PIZZA"
"308326","BEN'S PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d423350-Reviews-Ben_s_Pizzeria-New_York_City_New_York.html","08/27/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8,"A",40.765517648901,-73.991162670008,"BEN'S PIZZA"
"375786","IGGY'S PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3367188-Reviews-Iggy_s_Pizzera-New_York_City_New_York.html","11/26/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",12,"",40.750390900381,-73.971794120864,"IGGY'S PIZZERIA"
"375892","LA MARGARITA PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4826592-Reviews-La_Margarita_Pizza-New_York_City_New_York.html","11/26/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",28,"C",40.828150151162,-73.949180694828,"LA MARGARITA PIZZERIA"
"380812","DA VINCI PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html","11/30/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",20,"",40.776072959096,-73.95306587535,"DA VINCI PIZZA"
"3809871","CODINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html","11/30/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,"",40.75868844414,-73.962654571741,"CODINO"
"381252","NEW YORKERS PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html","12/13/2016","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",6,"",0,0,"NEW YORKERS PIZZA"
"382846","99Â¢ FRESH PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html","12/15/2016","Evidence of rats or live rats present in facility's food and/or non-food areas.",34,"",40.766812226924,-73.982808747226,"99Â¢ FRESH PIZZA"
"68871","RIZZO FINE PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d5090175-Reviews-Rizzo_s_Fine_Pizza-New_York_City_New_York.html","04/10/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",18,"",40.722927389298,-73.994638951146,"RIZZO FINE PIZZA"
"69016","BIG ALS CHICAGO PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d479344-Reviews-Big_Al_s_Chicago_Style_Pizza-New_York_City_New_York.html","05/10/2018","Live roaches present in facility's food and/or non-food areas.",9,"A",40.708410423198,-74.001590649852,"BIG ALS CHICAGO PIZZA"
"75794","OUTBACK STEAKHOUSE","https://www.tripadvisor.com/Restaurant_Review-g60763-d3346707-Reviews-Outback_Steakhouse-New_York_City_New_York.html","07/12/2018","Food Protection Certificate not held by supervisor of food operations.",25,"",40.756569980432,-73.9641934255,"OUTBACK STEAKHOUSE"
"79086","QUICK & PAY PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d21402789-Reviews-Pick_Pay_Pizza-New_York_City_New_York.html","05/01/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",11,"A",40.787875653166,-73.953693100962,"QUICK & PAY PIZZA"
"79203","VILLA","https://www.tripadvisor.com/Restaurant_Review-g60763-d9609310-Reviews-Villa_Fresh_Italian_Kitchen-New_York_City_New_York.html","05/01/2019","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",12,"A",40.719454388342,-73.984888116429,"VILLA"
"9166","BLT STEAK","https://www.tripadvisor.com/Restaurant_Review-g60763-d425709-Reviews-BLT_Steak-New_York_City_New_York.html","08/02/2017","Live roaches present in facility's food and/or non-food areas.",10,"A",40.743735417281,-74.006026755433,"BLT STEAK"
"11226","FRANCESCO PIZZERIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d888725-Reviews-Francesco-New_York_City_New_York.html","02/03/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",7,"A",40.75693186501,-73.989070272566,"FRANCESCO PIZZERIA"
"12268","ROCCOS","https://www.tripadvisor.com/Restaurant_Review-g60763-d549319-Reviews-Rocco_s_Pizza_Joint-New_York_City_New_York.html","11/03/2017","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10,"",40.755662232955,-73.978184277026,"ROCCOS"
"12883","99 CENT FRESH PIZZA","https://www.tripadvisor.com/Restaurant_Review-g60763-d4368824-Reviews-99_Cent_Fresh_Pizza-New_York_City_New_York.html","04/04/2017","Proper sanitization not provided for utensil ware washing operation.",5,"A",40.759094434954,-73.986276031,"99 CENT FRESH PIZZA"
"13487","STONE BRIDGE PIZZA & SALAD","https://www.tripadvisor.com/Restaurant_Review-g60763-d12705923-Reviews-Stone_Bridge_Pizza_Salad-New_York_City_New_York.html","10/04/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.769269449645,-73.954911903331,"STONE BRIDGE PIZZA & SALAD"
"119636","SERGIMMO","https://www.tripadvisor.com/Restaurant_Review-g60763-d2327635-Reviews-Sergimmo_Salumeria-New_York_City_New_York.html","11/21/2018","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",36,"",40.73547656867,-73.998195806722,"SERGIMMO"
"119740","B SQUARED NYC","https://www.tripadvisor.com/Search?geo=60763&q=b+square&topIds=10059835&queryParsed=true&searchSessionId=B132015E6C27FE6051FAA7454530775E1614536010202ssid&searchNearby=false&sid=F14D6863293F4136A62751F00891B8241614536088045&blockRedirect=true","01/29/2020","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",37,"",40.761458093605,-73.990430421402,"B SQUARED NYC"
"119750","TIELLA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423993-Reviews-Tiella-New_York_City_New_York.html","06/06/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10,"A",40.760697122155,-73.961191488971,"TIELLA RESTAURANT"
"119794","MEZZALUNA","https://www.tripadvisor.com/Restaurant_Review-g60763-d423946-Reviews-Mezzaluna-New_York_City_New_York.html","07/26/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10,"A",40.771283054919,-73.959466777028,"MEZZALUNA"
"119803","FELIDIA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d425717-Reviews-Felidia-New_York_City_New_York.html","12/04/2017","Hot food item not held at or above 140Âº F.",24,"",40.760479059273,-73.965974530748,"FELIDIA RESTAURANT"
"119830","PICCOLA STRADA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d4276831-Reviews-Piccola_Strada-New_York_City_New_York.html","08/13/2019","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",5,"A",40.726506268835,-73.990168475286,"PICCOLA STRADA RESTAURANT"
"119845","FRANK","https://www.tripadvisor.com/Restaurant_Review-g60763-d480966-Reviews-Frank-New_York_City_New_York.html","01/16/2018","Food contact surface not properly maintained.",9,"A",40.72686297359,-73.988909258942,"FRANK"
"119875","SALUMERIA BEILLESE/ BIRICCHINO REST","https://www.tripadvisor.com/Restaurant_Review-g60763-d459251-Reviews-Biricchino-New_York_City_New_York.html","01/24/2017","Evidence of mice or live mice present in facility's food and/or non-food areas.",48,"",40.748947801474,-73.995806203675,"SALUMERIA BEILLESE/ BIRICCHINO REST"
"119944","LA VILLETTA","https://www.tripadvisor.com/Restaurant_Review-g60763-d7983594-Reviews-La_Villetta-New_York_City_New_York.html","11/26/2019","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",30,"",40.754980991097,-73.964927000774,"LA VILLETTA"
